iso3,area,year,1,2,3,4,5,N,3+,fi_0,fi_1,fi_2
ETH,Wolayita,2020,1028160,499941,285681,142840,0,1956622,428521,0.219010621366825,0.0973379971535977,0.0486689701831921
ETH,Wolayita,2021,886200,402818,290816,80564,0,1660398,371380,0.223669264838912,0.0907300538786484,0.0410257728033346
ETH,Zone 1 (awsi rasu),2020,156639,144568,192758,72284,0,566249,265042,0.468066168770276,0.198573419114206,0.0945587149430335
ETH,Zone 1 (awsi rasu),2021,139276,147199,171732,73600,0,531807,245332,0.461317733689102,0.1999046019828,0.0973895500518881
ETH,Zone 2 (kilbet rasu),2020,172506,172506,151725,43350,0,540087,195075,0.361191807986491,0.14715221806857,0.0668873718493502
ETH,Zone 2 (kilbet rasu),2021,109561,175297,239163,47833,0,571854,286996,0.501869358262773,0.195171611401978,0.0836450873435838
ETH,Zone 3 (gabi rasu),2020,74122,83387,74517,27944,0,259970,102461,0.394126245336,0.167205190342475,0.0796215802678087
ETH,Zone 3 (gabi rasu),2021,65905,66388,56904,18968,0,208165,75872,0.364480099920736,0.151866708300307,0.0708711305401431
ETH,Zone 4 (fantana rasu),2020,115852,103490,90553,25872,0,335767,116425,0.346743426244985,0.141265619710494,0.0642115249893858
ETH,Zone 4 (fantana rasu),2021,78484,91565,137443,27489,0,334981,164932,0.492362253381535,0.191474541342146,0.0820607072573602
ETH,Zone 5 (hari rasu),2020,137469,109975,56075,18692,0,322211,74767,0.232043598759819,0.0966850914462883,0.0451198472774397
ETH,Zone 5 (hari rasu),2021,83815,111754,69846,19030,0,284445,88876,0.31245407723813,0.126452096773249,0.0570178573869973
GHA,Ada east,2021,79795,13624,3892,0,0,97311,3892,0.0399954784145677,0.0133318261381892,0.00444394204606308
GHA,Ada east,2022,84661,18339,8405,0,0,111405,8405,0.0754454467932319,0.0251484822644106,0.00838282742147021
GHA,Ada west,2021,63436,12045,4015,803,0,80299,4818,0.0600007472073127,0.0233336239139549,0.0100001245345521
GHA,Ada west,2022,69860,8030,5326,0,0,83216,5326,0.0640021149778889,0.021334038325963,0.00711134610865432
GHA,Agona west municipal,2021,113819,23962,11981,0,0,149762,11981,0.0800002670904502,0.0266667556968167,0.00888891856560558
GHA,Agona west municipal,2022,128795,23270,5990,0,0,158055,5990,0.0378981999936731,0.0126327333312244,0.00421091111040812
GHA,Ahafo,2020,527222,61305,24522,0,0,613049,24522,0.0400000652476393,0.0133333550825464,0.00444445169418214
GHA,Ahafo,2021,551744,42913,18391,0,0,613048,18391,0.0299992822747974,0.0099997607582658,0.0033332535860886
GHA,Akatsi north,2021,29845,1946,649,0,0,32440,649,0.0200061652281134,0.00666872174270448,0.00222290724756816
GHA,Akatsi north,2022,31142,4881,1302,0,0,37325,1302,0.0348827863362358,0.0116275954454119,0.00387586514847064
GHA,Amansie central,2021,72216,22696,8253,0,0,103165,8253,0.0799980613580187,0.0266660204526729,0.0088886734842243
GHA,Amansie central,2022,90785,37221,15819,0,0,143825,15819,0.109987832435251,0.0366626108117504,0.0122208702705835
GHA,Amansie west,2021,87310,4595,0,0,0,91905,0,0,0,0
GHA,Amansie west,2022,88229,27354,8753,0,0,124336,8753,0.070397953931283,0.023465984643761,0.00782199488125366
GHA,Ashanti,2020,5509783,355470,59245,0,0,5924498,59245,0.0100000033758134,0.00333333445860448,0.00111111148620149
GHA,Ashanti,2021,5628273,296225,0,0,0,5924498,0,0,0,0
GHA,Asunafo south,2021,90236,16710,4456,0,0,111402,4456,0.0399992818800381,0.0133330939600127,0.00444436465333756
GHA,Asunafo south,2022,93579,14482,3668,0,0,111729,3668,0.0328294355091337,0.0109431451697112,0.00364771505657041
GHA,Asutifi south,2021,51793,8112,2496,0,0,62401,2496,0.0399993589846317,0.0133331196615439,0.00444437322051463
GHA,Asutifi south,2022,62239,9360,1368,0,0,72967,1368,0.0187482012416572,0.00624940041388573,0.00208313347129524
GHA,Ayensuano,2021,59009,17959,8552,0,0,85520,8552,0.1,0.0333333333333333,0.0111111111111111
GHA,Ayensuano,2022,85135,14189,3421,0,0,102745,3421,0.0332960241374276,0.0110986747124759,0.00369955823749196
GHA,Banda,2021,20217,4256,2128,0,0,26601,2128,0.0799969925942634,0.0266656641980878,0.00888855473269593
GHA,Banda,2022,24798,3945,1330,0,0,30073,1330,0.0442257174209424,0.0147419058069808,0.00491396860232693
GHA,Bawku municipal,2021,88200,25725,7350,1225,0,122500,8575,0.07,0.0266666666666667,0.0111111111111111
GHA,Bawku municipal,2022,106575,13475,2450,0,0,122500,2450,0.02,0.00666666666666667,0.00222222222222222
GHA,Bawku west,2021,105212,11690,0,0,0,116902,0,0,0,0
GHA,Bawku west,2022,129770,14419,4326,0,0,148515,4326,0.0291283708716291,0.00970945695720971,0.00323648565240324
GHA,Biakoye,2021,72365,5692,3252,0,0,81309,3252,0.0399955724458547,0.0133318574819516,0.00444395249398386
GHA,Biakoye,2022,74804,7183,4310,0,0,86297,4310,0.0499437987415553,0.0166479329138518,0.00554931097128393
GHA,Binduri,2021,38277,19138,15311,3828,0,76554,19139,0.250006531337357,0.100003483379924,0.0444464764160665
GHA,Binduri,2022,65944,16076,3834,0,0,85854,3834,0.0446572087497379,0.0148857362499126,0.00496191208330421
GHA,Bolga  east,2021,24238,7728,2459,703,0,35128,3162,0.0900136643133683,0.0366753966446519,0.0166723601305701
GHA,Bolga  east,2022,30210,14365,5824,0,0,50399,5824,0.115557848370007,0.0385192827900024,0.0128397609300008
GHA,Bongo,2021,47288,26271,23119,8407,0,105085,31526,0.300004758053005,0.126668887091402,0.0600011630796234
GHA,Bongo,2022,73355,42089,27658,7215,0,150317,34873,0.231996380981526,0.0933316480061027,0.0417768966768747
GHA,Bono,2020,1051926,93505,23376,0,0,1168807,23376,0.0199998802197454,0.00666662673991514,0.00222220891330505
GHA,Bono,2021,1086991,70128,11688,0,0,1168807,11688,0.00999994010987272,0.00333331336995757,0.00111110445665252
GHA,Bono east,2020,918352,158728,56688,0,0,1133768,56688,0.049999647194135,0.0166665490647117,0.00555551635490388
GHA,Bono east,2021,975040,113377,45351,0,0,1133768,45351,0.0400002469641055,0.0133334156547018,0.00444447188490062
GHA,Builsa north,2021,53382,11941,4917,0,0,70240,4917,0.07000284738041,0.0233342824601367,0.00777809415337889
GHA,Builsa north,2022,56894,10536,2810,0,0,70240,2810,0.04000569476082,0.01333523158694,0.00444507719564667
GHA,Builsa south,2021,32700,8175,4542,0,0,45417,4542,0.100006605456107,0.0333355351520356,0.0111118450506785
GHA,Builsa south,2022,36788,11704,6584,366,0,55442,6950,0.125356228130298,0.0439859071943052,0.0161289676097944
GHA,Bunkpurugu nakpanduri,2021,40543,29666,23733,4944,0,98886,28677,0.290000606759299,0.113332524320935,0.0488879450410911
GHA,Bunkpurugu nakpanduri,2022,48454,34610,16477,4943,0,104484,21420,0.205007465257839,0.084105381366206,0.0385481668644641
GHA,Central,2020,2344943,260549,0,0,0,2605492,0,0,0,0
GHA,Central,2021,2475217,130275,0,0,0,2605492,0,0,0,0
GHA,Central gonja,2021,60799,30399,20671,9728,0,121597,30399,0.249997944028224,0.109999972587043,0.0544448739141043
GHA,Central gonja,2022,70526,57105,29980,14276,0,171887,44256,0.257471478354966,0.113508681090872,0.0562927970119904
GHA,Chereponi,2021,46909,18915,7566,2270,0,75660,9836,0.130002643404705,0.0533350956031369,0.0244456192909801
GHA,Chereponi,2022,61284,24409,13948,0,0,99641,13948,0.139982537308939,0.0466608457696464,0.0155536152565488
GHA,Daffiama bussie issa,2021,38492,2961,846,0,0,42299,846,0.0200004728244167,0.00666682427480555,0.00222227475826852
GHA,Daffiama bussie issa,2022,40184,3488,0,0,0,43672,0,0,0,0
GHA,East gonja municipal,2021,96466,29232,14616,5846,0,146160,20462,0.139997263273125,0.0599981755154169,0.0288876725658335
GHA,East gonja municipal,2022,121313,23551,14131,0,0,158995,14131,0.0888770087109658,0.0296256695703219,0.00987522319010731
GHA,East mamprusi,2021,123457,34294,13717,0,0,171468,13717,0.0799974339235309,0.0266658113078436,0.00888860376928121
GHA,East mamprusi,2022,138889,48882,28201,0,0,215972,28201,0.130577111847832,0.0435257039492774,0.0145085679830925
GHA,Eastern,2020,3152910,165943,0,0,0,3318853,0,0,0,0
GHA,Eastern,2021,3219287,99566,0,0,0,3318853,0,0,0,0
GHA,Garu,2021,44256,17412,8706,2177,0,72551,10883,0.150004824192637,0.060003767464726,0.0266693620885844
GHA,Garu,2022,66032,14510,7255,0,0,87797,7255,0.0826338029773227,0.0275446009924409,0.00918153366414696
GHA,Greater accra,2020,4246942,707824,101118,0,0,5055884,101118,0.0200000632925914,0.00666668776419712,0.00222222925473237
GHA,Greater accra,2021,4499736,505588,50559,0,0,5055883,50559,0.0100000336241958,0.0033333445413986,0.00111111484713287
GHA,Gushegu,2021,124832,26631,13315,1664,0,166442,14979,0.0899953136828445,0.0333309300937664,0.0133319714975787
GHA,Gushegu,2022,140108,20015,8322,0,0,168445,8322,0.0494048502478554,0.0164682834159518,0.00548942780531727
GHA,Jaman south municipal,2021,103144,12135,6067,0,0,121346,6067,0.0499975277306215,0.0166658425768738,0.00555528085895795
GHA,Jaman south municipal,2022,107998,10839,5419,0,0,124256,5419,0.0436115761009529,0.014537192033651,0.00484573067788365
GHA,Jasikan,2021,70130,2922,0,0,0,73052,0,0,0,0
GHA,Jasikan,2022,71591,7163,0,0,0,78754,0,0,0,0
GHA,Jirapa,2021,81984,20496,9109,2277,0,113866,11386,0.0999947306483059,0.0399973067758008,0.0177762555206217
GHA,Jirapa,2022,94509,20081,4564,0,0,119154,4564,0.0383033721066855,0.0127677907022285,0.00425593023407616
GHA,Juaboso,2021,55716,10854,5789,0,0,72359,5789,0.08000386959466,0.0266679565315533,0.00888931884385111
GHA,Juaboso,2022,75492,10658,5329,0,0,91479,5329,0.0582538068846402,0.0194179356282134,0.00647264520940447
GHA,Karaga,2021,68593,25577,17439,4650,0,116259,22089,0.189998193688231,0.0766650323845896,0.0344432115649828
GHA,Karaga,2022,102803,12788,9301,0,0,124892,9301,0.074472344105307,0.024824114701769,0.00827470490058967
GHA,Kasena nankana west,2021,388608,129536,47104,23552,0,588800,70656,0.12,0.0533333333333333,0.0266666666666667
GHA,Kasena nankana west,2022,494592,70656,23552,5444,0,594244,28996,0.048794771171438,0.0193186637138953,0.00847538123135353
GHA,Ketu south,2021,166534,8765,0,0,0,175299,0,0,0,0
GHA,Ketu south,2022,248060,5259,0,0,0,253319,0,0,0,0
GHA,Kumbungu,2021,37072,12357,6473,2942,0,58844,9415,0.159999320236558,0.0699986404731154,0.0344432359761025
GHA,Kumbungu,2022,86257,19905,8847,0,0,115009,8847,0.0769244146110304,0.0256414715370102,0.00854715717900338
GHA,Kwahu afram plains north,2021,86261,18160,9080,0,0,113501,9080,0.0799992951603951,0.0266664317201317,0.00888881057337723
GHA,Kwahu afram plains north,2022,94206,16639,10649,0,0,121494,10649,0.0876504189507301,0.02921680631691,0.00973893543897001
GHA,Lambussie-karni,2021,55905,7986,2662,0,0,66553,2662,0.0399981969257584,0.0133327323085861,0.00444424410286205
GHA,Lambussie-karni,2022,58567,6655,2045,0,0,67267,2045,0.0304012368620572,0.0101337456206857,0.00337791520689524
GHA,Mamprugu moagduri,2021,61797,3987,664,0,0,66448,664,0.00999277630628461,0.0033309254354282,0.00111030847847607
GHA,Mamprugu moagduri,2022,63790,6875,2750,0,0,73415,2750,0.0374582850916025,0.0124860950305342,0.00416203167684473
GHA,Mion,2021,84437,26922,11014,0,0,122373,11014,0.0900035138470087,0.0300011712823362,0.0100003904274454
GHA,Mion,2022,102793,13461,6119,0,0,122373,6119,0.0500028601080304,0.0166676200360101,0.00555587334533671
GHA,Mpohor,2021,32887,10609,8487,1061,0,53044,9548,0.180001508181887,0.0666679234849056,0.0266675883333752
GHA,Mpohor,2022,39879,10495,6365,0,0,56739,6365,0.112180334514179,0.0373934448380596,0.0124644816126866
GHA,Nadowli-kaleo,2021,55502,15858,7929,0,0,79289,7929,0.100001261208995,0.0333337537363317,0.0111112512454439
GHA,Nadowli-kaleo,2022,64223,26199,6935,0,0,97357,6935,0.0712326797251353,0.0237442265750451,0.0079147421916817
GHA,Nandom,2021,50424,5932,2966,0,0,59322,2966,0.049998314284751,0.0166661047615837,0.00555536825386122
GHA,Nandom,2022,53390,5932,0,0,0,59322,0,0,0,0
GHA,Nanton,2021,62701,5573,1393,0,0,69667,1393,0.0199951196405759,0.00666503988019196,0.00222167996006399
GHA,Nanton,2022,65488,4861,3038,0,0,73387,3038,0.0413969776663442,0.0137989925554481,0.00459966418514935
GHA,North east,2020,494592,70656,23552,0,0,588800,23552,0.04,0.0133333333333333,0.00444444444444444
GHA,North east,2021,518144,58880,11776,0,0,588800,11776,0.02,0.00666666666666667,0.00222222222222222
GHA,North gonja,2021,31282,6174,2881,823,0,41160,3704,0.0899902818270165,0.0366618075801749,0.0166639671741713
GHA,North gonja,2022,38616,4939,2058,0,0,45613,2058,0.045118716155482,0.0150395720518273,0.00501319068394244
GHA,Northern,2020,1909935,38978,0,0,0,1948913,0,0,0,0
GHA,Northern,2021,1929424,19489,0,0,0,1948913,0,0,0,0
GHA,Oti,2020,729407,30392,0,0,0,759799,0,0,0,0
GHA,Oti,2021,744603,15196,0,0,0,759799,0,0,0,0
GHA,Sagnerigu,2021,208205,13290,0,0,0,221495,0,0,0,0
GHA,Sagnerigu,2022,328043,13668,6834,0,0,348545,6834,0.0196072243182372,0.00653574143941242,0.00217858047980414
GHA,Savannah,2020,576871,17841,0,0,0,594712,0,0,0,0
GHA,Savannah,2021,582818,11894,0,0,0,594712,0,0,0,0
GHA,Sawla-tuna-kalba,2021,80188,41477,16591,0,0,138256,16591,0.120002025228562,0.0400006750761872,0.0133335583587291
GHA,Sawla-tuna-kalba,2022,89866,34564,13826,0,0,138256,13826,0.100002893183659,0.0333342977278864,0.0111114325759621
GHA,Sekyere afram plains north,2021,26305,4871,1299,0,0,32475,1299,0.04,0.0133333333333333,0.00444444444444444
GHA,Sekyere afram plains north,2022,27091,4570,1632,0,0,33293,1632,0.0490193133691767,0.0163397711230589,0.00544659037435297
GHA,Sene east,2021,49531,17864,9744,4060,0,81199,13804,0.170002093621843,0.0733342364643243,0.0355559934372481
GHA,Sene east,2022,56839,28832,17299,2162,0,105132,19461,0.185110147243465,0.0685582569214575,0.0274226686451318
GHA,Sene west,2021,66068,7682,3073,0,0,76823,3073,0.0400010413548026,0.0133336804516009,0.00444456015053362
GHA,Sene west,2022,69141,6146,1536,0,0,76823,1536,0.0199940122098851,0.00666467073662835,0.00222155691220945
GHA,Sissala east,2021,49531,16025,7284,0,0,72840,7284,0.1,0.0333333333333333,0.0111111111111111
GHA,Sissala east,2022,74169,9674,0,0,0,83843,0,0,0,0
GHA,Sissala west,2021,51742,7665,4472,0,0,63879,4472,0.070007357660577,0.023335785886859,0.00777859529561967
GHA,Sissala west,2022,70139,12093,1612,0,0,83844,1612,0.0192261819569677,0.00640872731898924,0.00213624243966308
GHA,Suaman,2021,21846,3048,508,0,0,25402,508,0.0199984253208409,0.00666614177361363,0.00222204725787121
GHA,Suaman,2022,32910,5740,1148,0,0,39798,1148,0.0288456706367154,0.0096152235455718,0.0032050745151906
GHA,Tatale sanguli,2021,64661,17961,7185,0,0,89807,7185,0.0800048993953701,0.0266682997984567,0.00888943326615223
GHA,Tatale sanguli,2022,72744,17953,8977,1496,0,101170,10473,0.103518829692597,0.0394352739613192,0.0164310895851867
GHA,Tempane,2021,73023,11577,4453,0,0,89053,4453,0.0500039302437874,0.0166679767479291,0.00555599224930971
GHA,Tempane,2022,77476,10439,3480,0,0,91395,3480,0.0380764812079435,0.0126921604026478,0.00423072013421595
GHA,Twifo atti-morkwa,2021,59389,16051,4013,803,0,80256,4816,0.0600079744816587,0.0233378189792664,0.0100027135388978
GHA,Twifo atti-morkwa,2022,65007,32272,15128,0,0,112407,15128,0.134582365866894,0.0448607886222981,0.0149535962074327
GHA,Upper east,2020,1107310,156326,39082,0,0,1302718,39082,0.0300003531078867,0.0100001177026289,0.00333337256754297
GHA,Upper east,2021,1081256,195408,26054,0,0,1302718,26054,0.0199997236546973,0.00666657455156578,0.00222219151718859
GHA,Upper west,2020,859794,8685,0,0,0,868479,0,0,0,0
GHA,Upper west,2021,859794,8685,0,0,0,868479,0,0,0,0
GHA,Volta,2020,1793218,114461,0,0,0,1907679,0,0,0,0
GHA,Volta,2021,1812295,95384,0,0,0,1907679,0,0,0,0
GHA,Wa east,2021,72472,14866,5575,0,0,92913,5575,0.0600023678064426,0.0200007892688142,0.0066669297562714
GHA,Wa east,2022,89628,9291,1858,0,0,100777,1858,0.0184367464798516,0.00614558215995052,0.00204852738665017
GHA,Wa west,2021,65001,24113,13629,2097,0,104840,15726,0.15,0.0566673025562762,0.0233339692229429
GHA,Wa west,2022,75486,21331,11635,1939,0,110391,13574,0.122962922702032,0.0468425868050838,0.0195174928712989
GHA,Wassa amenfi east,2022,158132,35939,8985,0,0,203056,8985,0.0442488771570404,0.0147496257190135,0.00491654190633783
GHA,Wassa east,2021,70127,22040,8015,0,0,100182,8015,0.0800043920065481,0.0266681306688494,0.00888937688961645
GHA,Wassa east,2022,86157,10018,4007,0,0,100182,4007,0.0399972050867421,0.0133324016955807,0.0044441338985269
GHA,West gonja,2021,39883,11395,3988,1709,0,56975,5697,0.0999912242211496,0.0433289454439081,0.0211086733947638
GHA,West gonja,2022,54566,8883,3988,0,0,67437,3988,0.0591366757121462,0.019712225237382,0.00657074174579402
GHA,West mamprusi municipal,2021,500480,70656,17664,0,0,588800,17664,0.03,0.01,0.00333333333333333
GHA,West mamprusi municipal,2022,524032,52992,11776,0,0,588800,11776,0.02,0.00666666666666667,0.00222222222222222
GHA,Western,2020,1993194,221466,0,0,0,2214660,0,0,0,0
GHA,Western,2021,2037487,177173,0,0,0,2214660,0,0,0,0
GHA,Western north,2020,911130,37964,0,0,0,949094,0,0,0,0
GHA,Western north,2021,920621,28473,0,0,0,949094,0,0,0,0
GHA,Yendi municipal,2021,119792,35233,21140,0,0,176165,21140,0.120001135299293,0.0400003784330978,0.0133334594776993
GHA,Yendi municipal,2022,142694,21140,12332,0,0,176166,12332,0.0700021570564127,0.0233340523521376,0.00777801745071252
GIN,Beyla,2020,308561,84153,8015,0,0,400729,8015,0.0200010480898562,0.00666701602995208,0.00222233867665069
GIN,Beyla,2021,345851,68124,8235,0,0,422210,8235,0.019504511972715,0.006501503990905,0.00216716799696833
GIN,Beyla,2022,321147,131753,49407,0,0,502307,49407,0.0983601661931846,0.0327867220643949,0.0109289073547983
GIN,Boffa,2020,185370,54828,20887,0,0,261085,20887,0.0800007660340502,0.0266669220113501,0.00888897400378336
GIN,Boffa,2021,201188,65271,26109,0,0,292568,26109,0.0892407918842799,0.0297469306280933,0.00991564354269777
GIN,Boffa,2022,195823,75110,24143,0,0,295076,24143,0.0818195990185579,0.0272731996728526,0.00909106655761755
GIN,Boke,2020,602205,154620,56965,0,0,813790,56965,0.0699996313545263,0.0233332104515088,0.00777773681716959
GIN,Boke,2021,553377,187172,73241,0,0,813790,73241,0.0899998771181754,0.0299999590393918,0.00999998634646394
GIN,Boke,2022,425905,261222,119253,5679,0,812059,124932,0.153845964394213,0.0536130995407969,0.0194251074531941
GIN,Coyah,2020,246054,51801,25900,0,0,323755,25900,0.0799987644978456,0.0266662548326152,0.00888875161087173
GIN,Coyah,2021,252806,59875,29138,0,0,341819,29138,0.0852439448948128,0.0284146482982709,0.00947154943275697
GIN,Coyah,2022,242827,123077,36590,0,0,402494,36590,0.0909081874512415,0.0303027291504138,0.0101009097168046
GIN,Dabola,2020,160266,51196,11130,0,0,222592,11130,0.0500017970097757,0.0166672656699252,0.00555575522330842
GIN,Dabola,2021,158040,61749,22870,0,0,242659,22870,0.0942474830935593,0.0314158276978531,0.010471942565951
GIN,Dabola,2022,153229,107489,18296,0,0,279014,18296,0.0655737704918033,0.0218579234972678,0.00728597449908925
GIN,Dalaba,2020,137909,18059,8209,0,0,164177,8209,0.0500009136480749,0.016666971216025,0.00555565707200833
GIN,Dalaba,2021,132983,30363,15181,0,0,178527,15181,0.0850347566474539,0.0283449188824846,0.00944830629416154
GIN,Dalaba,2022,121452,72534,16868,0,0,210854,16868,0.0799984823622032,0.0266661607874011,0.00888872026246703
GIN,Dinguiraye,2020,166533,60338,14481,0,0,241352,14481,0.0599995028008883,0.0199998342669628,0.00666661142232093
GIN,Dinguiraye,2021,225657,65165,14481,0,0,305303,14481,0.0474315679832822,0.0158105226610941,0.00527017422036469
GIN,Dinguiraye,2022,210779,86791,14879,0,0,312449,14879,0.0476205716772977,0.0158735238924326,0.00529117463081086
GIN,Dubreka,2020,291928,85146,28382,0,0,405456,28382,0.0700001973087092,0.0233333991029031,0.00777779970096769
GIN,Dubreka,2021,358261,89200,32436,0,0,479897,32436,0.0675895035809768,0.0225298345269923,0.00750994484233075
GIN,Dubreka,2022,329101,145804,37492,0,0,512397,37492,0.0731698273018773,0.0243899424339591,0.00812998081131969
GIN,Faranah,2020,247876,75740,20656,0,0,344272,20656,0.0599990705023935,0.0199996901674645,0.00666656338915483
GIN,Faranah,2021,311274,79183,20656,0,0,411113,20656,0.050244093473084,0.0167480311576947,0.00558267705256489
GIN,Faranah,2022,304199,148562,28298,0,0,481059,28298,0.0588243853664519,0.019608128455484,0.00653604281849466
GIN,Forecariah,2020,235629,44740,17896,0,0,298265,17896,0.060000335272325,0.0200001117574416,0.00666670391914722
GIN,Forecariah,2021,275804,47722,23861,0,0,347387,23861,0.0686870838574846,0.0228956946191615,0.00763189820638718
GIN,Forecariah,2022,272740,107257,24516,0,0,404513,24516,0.0606062104308143,0.0202020701436048,0.00673402338120159
GIN,Fria,2020,103352,11880,3564,0,0,118796,3564,0.0300010101350214,0.0100003367116738,0.00333344557055793
GIN,Fria,2021,98600,19529,8544,0,0,126673,8544,0.0674492591159916,0.0224830863719972,0.00749436212399906
GIN,Fria,2022,92762,53704,9764,0,0,156230,9764,0.0624975996927607,0.0208325332309202,0.00694417774364008
GIN,Gaoual,2020,197450,30926,9516,0,0,237892,9516,0.0400013451482185,0.0133337817160728,0.00444459390535761
GIN,Gaoual,2021,192693,36663,19554,0,0,248910,19554,0.0785585151259491,0.0261861717086497,0.00872872390288324
GIN,Gaoual,2022,180872,105101,21998,0,0,307971,21998,0.0714288033613555,0.0238096011204518,0.00793653370681727
GIN,Gueckedou,2020,303365,49966,3569,0,0,356900,3569,0.01,0.00333333333333333,0.00111111111111111
GIN,Gueckedou,2021,319025,53535,11001,0,0,383561,11001,0.0286812267149163,0.00956040890497209,0.00318680296832403
GIN,Gueckedou,2022,308024,69672,18335,0,0,396031,18335,0.0462968807997354,0.0154322935999118,0.00514409786663726
GIN,Kankan,2020,417239,133285,28975,0,0,579499,28975,0.0500000862814259,0.016666695427142,0.00555556514238065
GIN,Kankan,2021,523955,144875,28975,0,0,697805,28975,0.0415230616003038,0.0138410205334346,0.00461367351114487
GIN,Kankan,2022,512047,244115,125035,5954,0,887151,130989,0.147651301751337,0.0514542244405593,0.0186428240513734
GIN,Kerouane,2020,183632,61211,10202,0,0,255045,10202,0.0400007841753416,0.0133335947251139,0.00444453157503796
GIN,Kerouane,2021,225359,63761,10202,0,0,299322,10202,0.0340836958192181,0.0113612319397394,0.00378707731324646
GIN,Kerouane,2022,220118,65511,13102,0,0,298731,13102,0.0438588562954631,0.0146196187651544,0.00487320625505146
GIN,Kindia,2020,426142,80913,32365,0,0,539420,32365,0.0599996292313967,0.0199998764104656,0.00666662547015519
GIN,Kindia,2021,460006,86307,37759,0,0,584072,37759,0.06464785163473,0.0215492838782433,0.00718309462608111
GIN,Kindia,2022,426752,188436,49880,0,0,665068,49880,0.0749998496394354,0.0249999498798118,0.00833331662660393
GIN,Kissidougou,2020,257592,73100,17405,0,0,348097,17405,0.0500004309143716,0.0166668103047905,0.00555560343493017
GIN,Kissidougou,2021,296850,80062,17405,0,0,394317,17405,0.0441396135596487,0.0147132045198829,0.00490440150662763
GIN,Kissidougou,2022,271815,114448,28612,0,0,414875,28612,0.0689653510093402,0.0229884503364467,0.00766281677881557
GIN,Koubia,2020,101760,13486,7356,0,0,122602,7356,0.0599990212231448,0.0199996737410483,0.00666655791368276
GIN,Koubia,2021,105812,15116,8582,0,0,129510,8582,0.0662651532700178,0.0220883844233393,0.00736279480777975
GIN,Koubia,2022,95735,54166,10077,0,0,159978,10077,0.062989911112778,0.0209966370375927,0.00699887901253089
GIN,Koundara,2020,135662,17556,6384,0,0,159602,6384,0.0399994987531485,0.0133331662510495,0.00444438875034983
GIN,Koundara,2021,129278,36076,9839,0,0,175193,9839,0.0561609196714481,0.0187203065571494,0.00624010218571645
GIN,Koundara,2022,113148,50834,13119,0,0,177101,13119,0.0740763744981677,0.0246921248327226,0.00823070827757419
GIN,Kouroussa,2020,244081,75863,9895,0,0,329839,9895,0.0299994845970307,0.00999982819901023,0.00333327606633674
GIN,Kouroussa,2021,240613,82460,33889,0,0,356962,33889,0.0949372762366863,0.0316457587455621,0.0105485862485207
GIN,Kouroussa,2022,291447,74556,40667,0,0,406670,40667,0.1,0.0333333333333333,0.0111111111111111
GIN,Labe,2020,331923,39050,19525,0,0,390498,19525,0.0500002560832578,0.0166667520277526,0.00555558400925087
GIN,Labe,2021,320208,100304,40122,0,0,460634,40122,0.0871016902790502,0.0290338967596834,0.00967796558656113
GIN,Labe,2022,236717,180547,60182,0,0,477446,60182,0.126049856947173,0.042016618982391,0.014005539660797
GIN,Lelouma,2020,148124,38032,14012,0,0,200168,14012,0.070001198992846,0.0233337329976153,0.00777791099920511
GIN,Lelouma,2021,170699,40033,16013,0,0,226745,16013,0.0706211823854991,0.0235403941284997,0.00784679804283324
GIN,Lelouma,2022,158359,90491,51415,2057,0,302322,53472,0.176871018318217,0.0612250073321381,0.0219203365947566
GIN,Lola,2020,160233,44275,6325,0,0,210833,6325,0.030000047430905,0.0100000158103017,0.00333333860343389
GIN,Lola,2021,192791,35842,2166,0,0,230799,2166,0.00938478936217228,0.00312826312072409,0.0010427543735747
GIN,Lola,2022,186292,64986,17330,0,0,268608,17330,0.0645178103407196,0.0215059367802399,0.00716864559341329
GIN,Macenta,2020,290840,41060,10265,0,0,342165,10265,0.0300001461283299,0.0100000487094433,0.00333334956981443
GIN,Macenta,2021,290840,94920,35156,0,0,420916,35156,0.083522603084701,0.0278408676949003,0.00928028923163344
GIN,Macenta,2022,256636,101951,42187,0,0,400774,42187,0.105263814518906,0.0350879381729686,0.0116959793909895
GIN,Mali,2020,303920,35340,14136,0,0,353396,14136,0.0400004527498896,0.0133334842499632,0.00444449474998774
GIN,Mali,2021,293318,127083,54464,0,0,474865,54464,0.114693649774146,0.0382312165913821,0.012743738863794
GIN,Mali,2022,203333,137976,94404,3631,0,439344,98035,0.223139498889253,0.0771346977918594,0.0275481424831365
GIN,Mamou,2020,287733,68147,22716,0,0,378596,22716,0.0600006339211191,0.0200002113070397,0.00666673710234657
GIN,Mamou,2021,272589,84531,48304,0,0,405424,48304,0.119144401910099,0.0397148006366997,0.0132382668788999
GIN,Mamou,2022,241518,169063,60380,0,0,470961,60380,0.128205944865923,0.0427353149553077,0.0142451049851026
GIN,Mandiana,2020,317888,78440,16514,0,0,412842,16514,0.040000775114935,0.0133335917049783,0.00444453056832611
GIN,Mandiana,2021,369031,94954,24771,0,0,488756,24771,0.0506817307613615,0.0168939102537872,0.00563130341792906
GIN,Mandiana,2022,330855,106043,25450,0,0,462348,25450,0.0550451175305181,0.0183483725101727,0.00611612417005757
GIN,Nzerekore,2020,326386,131529,29229,0,0,487144,29229,0.0600007390011988,0.0200002463337329,0.00666674877791098
